Burger Name,Burger Description,Restaurant,Price,Year,Beef,Chicken,Duck,Lamb,Pork,Seafood,Venison,Vegetarian,Sweet,Not Your Usual,Finalist,Winner
The 'Banh Mi' Burger,"housemade pork terrine, BBQ pork, Vietnamese pork ham, layered between toasted buns with Vietnamese mayo, pâté, pickled vegetable, herbs and French fries",Restaurant 88,$18.50,2015,,,,,Yes,,,,,,,
The Crusty Pidgin Pocket,"Crusted 'pidgin' meatloaf with a fresh herb and swede slaw and a green apple chutney in a housemade flatbread, with housemade spiced fries. Matched w Garage Project Red Zeppelin Crusted 'pidgin' meatloaf with a fresh herb and swede slaw and a green apple chutney in a housemade flatbread, with housemade spiced fries. Matched w Garage Project Red Zeppelin Crusted 'pidgin' meatloaf with a fresh herb and swede slaw and a green apple chutney in a housemade flatbread, with housemade spiced fries. Matched w Garage Project Red Zeppelin",Salty Pidgin,$20.00,2015,,,,,,,,,,Yes,,
Bob’s Bologna Burger,"Spiced pulled Island Bay Butchery pork patty with smoked tomato, prosciutto, provolone and basil in a garlic brioche bun, with crispy truffled spaghetti. Matched w Garage Project ‘Beer’ Spiced pulled Island Bay Butchery pork patty with smoked tomato, prosciutto, provolone and basil in a garlic brioche bun, with crispy truffled spaghetti. Matched w Garage Project ‘Beer’ Spiced pulled Island Bay Butchery pork patty with smoked tomato, prosciutto, provolone and basil in a garlic brioche bun, with crispy truffled spaghetti. Matched w Garage Project ‘Beer’",Scopa,$20.00,2015,,,,,Yes,,,,,,,
The Get Stuffed Burger,"PrimeStar Angus patty stuffed with tomato, Kāpiti mozzarella and basil leaves with homemade aioli and tomato relish in a Leeds Street Bakery brioche bun. Matched w Garage Project Hāpi Daze PrimeStar Angus patty stuffed with tomato, Kāpiti mozzarella and basil leaves with homemade aioli and tomato relish in a Leeds Street Bakery brioche bun. Matched w Garage Project Hāpi Daze PrimeStar Angus patty stuffed with tomato, Kāpiti mozzarella and basil leaves with homemade aioli and tomato relish in a Leeds Street Bakery brioche bun. Matched w Garage Project Hāpi Daze",Southern Cross Garden Bar Restaurant,$16.50,2015,Yes,,,,,,,,,,,
Pāua Toa,"Wildfish Export's pāuā and chilli fritter with fennel and green apple slaw in a Zaida's brioche bun, with lemon salted handcut fries",Spruce Goose,$25.00,2015,,,,,,Yes,,,,,,
Juicy,"Two Preston's Lamb patties with 'Juicy' sauce and cheese in a Clareville Bakery turmeric bun, with 'Hypnotize Fries'. Matched w Garage Project Red Zeppelin Two Preston's Lamb patties with 'Juicy' sauce and cheese in a Clareville Bakery turmeric bun, with 'Hypnotize Fries'. Matched w Garage Project Red Zeppelin Two Preston's Lamb patties with 'Juicy' sauce and cheese in a Clareville Bakery turmeric bun, with 'Hypnotize Fries'. Matched w Garage Project Red Zeppelin",St Johns Bar & Restaurant,$18.00,2015,,,,Yes,,,,,,,,
Rancho Chicken Dipper,"Pillow battered 4S chicken with Zany Zeus ricotta, peach mayonnaise and tomato in an Acme & Co oli roll, with warm honey mustard dip and ranch tortilla chips. Matched w Garage Project White Mischief Pillow battered 4S chicken with Zany Zeus ricotta, peach mayonnaise and tomato in an Acme & Co oli roll, with warm honey mustard dip and ranch tortilla chips. Matched w Garage Project White Mischief Pillow battered 4S chicken with Zany Zeus ricotta, peach mayonnaise and tomato in an Acme & Co oli roll, with warm honey mustard dip and ranch tortilla chips. Matched w Garage Project White Mischief",Tequila Joe's,$19.50,2015,,Yes,,,,,,,,,,
The Arborist Rooftop Bar & Eatery,"Two Harringtons hickory-smoked lamb patties with ribbons of pickled cucumber, secret sauce and double cheese in a Pandoro brioche bun, with fries. Matched w Garage Project Garagista Two Harringtons hickory-smoked lamb patties with ribbons of pickled cucumber, secret sauce and double cheese in a Pandoro brioche bun, with fries. Matched w Garage Project Garagista Two Harringtons hickory-smoked lamb patties with ribbons of pickled cucumber, secret sauce and double cheese in a Pandoro brioche bun, with fries. Matched w Garage Project Garagista",Ba Ba Baaa Ba Ba Bar Lamb,$15.50,2015,,,,Yes,,,,,,,,
The Game Changer,"Double beef patties with cheese, streaky bacon and The Bresolin BBQ sauce in a housemade wagyu fat brioche bun, with handcut fries. Matched w Garage Project Hāpi Daze Double beef patties with cheese, streaky bacon and The Bresolin BBQ sauce in a housemade wagyu fat brioche bun, with handcut fries. Matched w Garage Project Hāpi Daze Double beef patties with cheese, streaky bacon and The Bresolin BBQ sauce in a housemade wagyu fat brioche bun, with handcut fries. Matched w Garage Project Hāpi Daze",The Bresolin,$18.00,2015,Yes,,,,,,,,,,,
Deer and Beer Burger,"Venison patty with three cheese melt, Imperial Porter onion jam on an Arty Craft porcini bun, with fries and oak-aged Imperial Stout vinegar. Matched w Garage Project Nerissimo Venison patty with three cheese melt, Imperial Porter onion jam on an Arty Craft porcini bun, with fries and oak-aged Imperial Stout vinegar. Matched w Garage Project Nerissimo Venison patty with three cheese melt, Imperial Porter onion jam on an Arty Craft porcini bun, with fries and oak-aged Imperial Stout vinegar. Matched w Garage Project Nerissimo",The brühaus,$25.00,2015,,,,,,,Yes,,,,,
The Smoked Burgernator,"Beef with Randwick Meats streaky bacon, charred pineapple, guacamole, pulled pork with Kererū dark beer cheese and housemade Bloody Butcher ketchup in a kaiser roll. Matched w Garage Project White Mischief Beef with Randwick Meats streaky bacon, charred pineapple, guacamole, pulled pork with Kererū dark beer cheese and housemade Bloody Butcher ketchup in a kaiser roll. Matched w Garage Project White Mischief Beef with Randwick Meats streaky bacon, charred pineapple, guacamole, pulled pork with Kererū dark beer cheese and housemade Bloody Butcher ketchup in a kaiser roll. Matched w Garage Project White Mischief",The Butcher and Brewer,$23.50,2015,Yes,,,,,,,,,,,
Smokin' Babe,Smoked Wairarapa pork patty and Greytown apple and sage chutney on a Clareville Bakery crispy bacon and honey glazed brioche bun with handcut fries,The Clareville Bakery,$19.00,2015,,,,,Yes,,,,,,,
Smokey as Bro',"House smoked Primestar beef brisket with Kāpiti cheese fondue, caramelised onion and horseradish mayonnaise in an Arobake brioche bun, with fries",The Featherston,$17.50,2015,Yes,,,,,,,,,,,
Mi Pequeno Cochinillo,"My little Piglet: Harringtons free range pork and bacon patty, braised with Pils 'n' Thrills, fennel and Mexican spices. Matched w Garage Project Pils 'n' Thrills My little Piglet: Harringtons free range pork and bacon patty, braised with Pils 'n' Thrills, fennel and Mexican spices. Matched w Garage Project Pils 'n' Thrills My little Piglet: Harringtons free range pork and bacon patty, braised with Pils 'n' Thrills, fennel and Mexican spices. Matched w Garage Project Pils 'n' Thrills",The Flying Burrito Brothers,$24.00,2015,,,,,Yes,,,,,,,
Rare Bit Burger,"Handmade beef patty with Kingsmeade Wairarapa Jack rarebit sauce, beetroot relish in a Pandoro bun, with twice-cooked handcut chips. Matched w Garage Project Red Zeppelin Handmade beef patty with Kingsmeade Wairarapa Jack rarebit sauce, beetroot relish in a Pandoro bun, with twice-cooked handcut chips. Matched w Garage Project Red Zeppelin Handmade beef patty with Kingsmeade Wairarapa Jack rarebit sauce, beetroot relish in a Pandoro bun, with twice-cooked handcut chips. Matched w Garage Project Red Zeppelin",The General Practitioner,$22.00,2015,Yes,,,,,,,,,,,
Irish Stew Burger,"Slow-cooked lamb shoulder with carrot, onion, thyme and jus in Brezelmania potato bread with a side of fries. Matched w Garage Project ‘Beer’ Slow-cooked lamb shoulder with carrot, onion, thyme and jus in Brezelmania potato bread with a side of fries. Matched w Garage Project ‘Beer’ Slow-cooked lamb shoulder with carrot, onion, thyme and jus in Brezelmania potato bread with a side of fries. Matched w Garage Project ‘Beer’",The Green Man Pub,$22.00,2015,,,,Yes,,,,,,,,
Wairarapa Game Burger,"Char-grilled venison and chorizo patty with guacamole, nacho chips, salsa and coleslaw in a Pandoro burger bun, with kumara chips",The Grill at The Amora Hotel,$23.00,2015,,,,,,,Yes,,,Yes,,
The Dirty South,"Beef patty with jalapeño cheese, bacon, BBQ sauce, deep-fried pickles in a brioche bun - all housemade",The Hideaway,$22.00,2015,Yes,,,,,,,,,,,
Up in Smoke,"Black Angus Beef with smoked beetroot, Cuba St Fruit Mart vegetables, smoked Kāpiti cheese and The Hop Garden smoked hop and jalapeño sauce in a Pandoro bun, with handcut chips. Matched w Garage Project Nerissimo Black Angus Beef with smoked beetroot, Cuba St Fruit Mart vegetables, smoked Kāpiti cheese and The Hop Garden smoked hop and jalapeño sauce in a Pandoro bun, with handcut chips. Matched w Garage Project Nerissimo",The Hop Garden,$20.00,2015,Yes,,,,,,,,,,,
Bug Burger,"Morton Bay Bug with fermented chilli, cucumber, capers and iceburg lettuce, with shoe string fries and lemon salt. Matched w Garage Project White Mischief Morton Bay Bug with fermented chilli, cucumber, capers and iceburg lettuce, with shoe string fries and lemon salt. Matched w Garage Project White Mischief",The Larder,$20.00,2015,,,,,,,,,,Yes,,
Smoked Warehou Sambal,"Pulled smoked warehou, with shredded fennel and carrot, lime sambal and tomato-cardamom relish in a housemade kumara bun. Matched w Garage Project White Mischief Pulled smoked warehou, with shredded fennel and carrot, lime sambal and tomato-cardamom relish in a housemade kumara bun. Matched w Garage Project White Mischief",The Lido Café & Bar,$15.00,2015,,,,,,Yes,,,,,,
OB Jerk Chicken Burger,"Jerk-style chicken breast with crunchy slaw, caramelised pineapple and Kāpiti brie in a Zaida's bun, with fries",The Old Bailey,$19.50,2015,,Yes,,,,,,,,,,
Pig Out on Ramen,Eastbourne Village Meats free range pork with housemade BBQ sauce and a ramen noodle bun. Matched w Garage Project ‘Beer’ Eastbourne Village Meats free range pork with housemade BBQ sauce and a ramen noodle bun. Matched w Garage Project ‘Beer’,The Ramen Shop,$10.00,2015,,,,,Yes,,,,,,,
Moki Burger,Wellington Trawling Moki fish cake with lime and coconut dressed salad on a Zaida's foccaccia bun with groper fries,The Realm Bar & Bistro,$18.00,2015,,,,,,Yes,,,,,,
Pimpin Shrimpin Beef,"Beef burger with popcorn shrimp, smoked Kāpiti cheddar, chipolte BBQ sauce and peanut slaw in a Pandoro bun Matched w Garage Project Pils 'n' Thrills Beef burger with popcorn shrimp, smoked Kāpiti cheddar, chipolte BBQ sauce and peanut slaw in a Pandoro bun Matched w Garage Project Pils 'n' Thrills",The Tasting Room,$22.00,2015,Yes,,,,,,,,,,,
Father of Gods Burger,"Lamb patty with Zany Zeus mint feta, beetroot chutney, aioli and rocket, with chips",Thistle Inn,$19.00,2015,,,,Yes,,,,,,,,
Mothertruckin' Monster,"Wagyu beef patty, Randwick Meats bacon, Kāpiti smoked cheddar and Thousand Island dressing in a Pandoro bun, with onion rings and dirty milkshake shot",Thunderbird Café,$20.00,2015,Yes,,,,,,,,,,,
Aporkalypse Now,"Slow roasted bourbon glazed Longbush pork shoulder, ginger ale bacon, apple, smoked BBQ mayonnaise in a Leeds Street Bakery grilled bun with hot sauce, crackling and pickles",Ti Kouka Café,$23.00,2015,,,,,Yes,,,,,,,
Sea Horse,"House ground chuck and brisket patty with prawn salad, crayfish mayonnaise and butter head lettuce in a brioche bun. Matched w Garage Project Red Zeppelin House ground chuck and brisket patty with prawn salad, crayfish mayonnaise and butter head lettuce in a brioche bun. Matched w Garage Project Red Zeppelin",Trade Kitchen,$20.00,2015,Yes,,,,,,,,,,,
Mary had a Burger,"Slow-cooked pulled lamb leg with garden slaw, cos lettuce, pickled red onion and homemade mint yoghurt in a Cottage Lane bun, with hash brown nuggets",Vivant! Restaurant & Bar,$22.00,2015,,,,Yes,,,,,,,,
Vivere Boticelli Burger,"Park Ave Quality Meats pork and fennel patty with Zany Zeus halloumi, red pepper pesto and crispy proscuitto in a Pandoro pide bun, with polenta fries",Viveré Café,$15.00,2015,,,,,Yes,,,,,,,
The Massimo Burger,"Waikanae Butchery prime beef patty with Kāpiti melted parmesan, salsa verde, cotechino sausage and balsamic mayonnaise in a Waimea housemade bun, with kumara crisps",Waimea,$22.00,2015,Yes,,,,,,,,,,,
The Classic,"Ground local venison, house smoked and aged cheddar, pickled Spanish onions, in a Pandoro burger bun, with WBC chipped potatoes. Matched w Garage Project Nerissimo",Wholesale Boot Company Restaurant (WBC),$24.50,2015,,,,,,,Yes,,,,,
Porky Cheese,"Wood roasted pork jowel patty with black pudding, crackling, double cheddar, apple pickled cucumber, and Garage Project Hāpi Daze mustard, with house French fries. Garage Project beer match: Hāpi Daze Matched w Garage Project Hāpi Daze",Zibibbo,$23.50,2015,,,,,Yes,,,,,,,
Scorching Buck Burger,"Slow-cooked Wairarapa venison with red onion escabeche, chipotle mayo and coleslaw in a Brezelmania cornmeal-dusted bun, with cajun fries. Garage Project beer match: Texas Tea",Arizona,$23,2014,,,,,,,Yes,,,,,
McArthurlot,"Northern-fried chicken breast stuffed with laphroaig laced lemon labneh, pomegranate and pancetta on rocket and radish with red onion relish in a fresh sesame and sumac bun. Served with spice smoked winter vegetable crisps and fresh herb yoghurt. Garage Project beer match: Tournesol",Arthur's,$23,2014,,Yes,,,,,,,,,Yes,
Godzilla Burger,"Tonkatsu breaded pork with bulldog sauce, shredded cabbage, mayo, bonito flakes and nori on an Astoria bun, with shoestring fries and furikake. Garage Project beer match: Angry Peaches",Astoria,$20,2014,,,,,Yes,,,,,,,
The Hot & Saucy Stag,"Randwick Meats venison and chilli patty with Ōtaki apricot chutney and Kāpiti blue cheese on a Zaida focaccia bun, with hand-cut seasoned fries",Atlanta Café & Bar,$20,2014,,,,,,,Yes,,,,,
Bay Lamb Burger,"Randwick Meats lamb patty with Zany Zeus feta, tomato, pickled cucumber and red onion on a Pandoro kaiser bun, with kumara crisps and harissa ketchup",Bay Plaza Hotel,$19,2014,,,,Yes,,,,,,,,
Babe 3: Lost at the Luau,"Mela cider pulled pork with Harringtons gypsy bacon, guava BBQ sauce, grilled pineapple, Kingsmeade Wairarapa Jack cheese and fennel slaw, with kumara chips. Garage Project beer match: Garagista",Beach Babylon,$23,2014,,,,,Yes,,,,,,,
Pot Kettle Burger,Venison and gorgonzola patty with Yeastie Boys Pot Kettle Black BBQ sauce and beer battered onion rings,Bin 44 Restaurant + Bar,$25,2014,,,,,,,Yes,,,,,
“Pig’s In The Boat” Burger,Smoked Kintyre pork spare rib with Greytown granny smith chutney and Kāpiti aged cheddar in a Brezelmania kawakawa bun,Boat Café,$23,2014,,,,,Yes,,,,,,,
Portobello Peach Bun,"Grilled Parkvale portobello mushroom with preserved peach and raisin chutney, tomato and thyme aioli on a ciabatta bun, with chickpea chips. Garage Project beer match: Angry Peaches",Boulcott Street Bistro,$20,2014,,,,,,,,Yes,,,,
Brat in a Burger,"Park Avenue venison bratwurst with ParrotDog IPA-infused mustard, braised onions, slaw and Kāpiti smoked havarti on an Arobake bun, with caraway-salt dusted fries",Caffe L’affare,$19.50,2014,,,,,,,Yes,,,,,
Shooting Charley’s Burger,"Taylor Prestonʼs beef patty with On Trays Monterey Jack, bacon and pickles, with house cut chips",Charley Noble Eatery & Bar,$24,2014,Yes,,,,,,,,,,Yes,Yes
Miss Piggy Is Hot To Trot,"Pork patty with a chilli, ginger and cabbage braise and a mango and bourbon sauce on a Brezelmania chilli-corn burger bun, with roasted horopito gourmet potatoes",Charlie Bill – Fine Food Bistro,$23,2014,,,,,Yes,,,,,,,
Sea Q Burger,"Wellington Trawling fish and prawn burger with Asian slaw in Zaida’s focaccia, with house-cut Ōtaki agria fries",CQ Restaurant,$18,2014,,,,,,Yes,,,,,,
The Tarakurger,"Wellington Seamarket panko crumbed tarakihi patty with Ōtaki beetroot and Kāpiti brie on a Zaida bun, with Belgian fries",Cuba St Bistro,$19,2014,,,,,,Yes,,,,,,
Ninja Burger,"Tempura soft shell crab with Japanese mayo, spicy Asian slaw and crunchy lettuce in a Brooklyn Bakery duo sesame bun, with crispy lotus chips",Dragonfly,$25,2014,,,,,,Yes,,,,,,
The Duke’s Double Down,"Two fried chicken thighs with smoked provolone, crisp onions, cos lettuce and Duke’s sambal, with fries",Duke Carvell’s Swan Lane Emporium,$22,2014,,Yes,,,,,,,,,,
The Smokey Chipotle,"Chargrilled Wairarapa Angus beef patty with Kingsmeade havarti, iceberg lettuce, tomato, chipotle mayo and jalapeño salsa in a Cottage Lane bun, with hand cut fries",Eclipse Restaurant & Cocktail Bar,$18,2014,Yes,,,,,,,,,,,
El Great Garbanzo,"Spicy chickpea patty with wood-fired Cuba Fruit Mart red capsicum, Zany Zeus goats cheese, arugula, aioli and humita on an Arobake bun, with patatas bravas (V)","El Matador – Cafe, Asador Grill & Bar",$18.50,2014,,,,,,,,Yes,,,,
Pork & Brewer Burger,"Randwick Meats Wairarapa beef and pork patty with caramelised onions, bacon and Zany Zeus smoky brinza on a toasted Arobake sourdough bun, with chunky cut fries",Fork & Brewer,$19,2014,Yes,,,,Yes,,,,,,,
Juniper’s Chicken Burger,"Lemon and herb crusted breast with pickled jalapeño, gherkin and caper remoulade, tomato and iceberg lettuce on a Pandoro gourmet bun, with fries",Juniper Restaurant & Bar,$19,2014,,Yes,,,,,,,,,,
Laundry Slow Cycle Beef,"Pirinoa Station slow-cooked beef with housemade picked red onions and coleslaw in an Arobake bun, with home-cut fries",Laundry,$15,2014,Yes,,,,,,,,,,Yes,
The Big Mack Daddy Burger,"Two Angus beef patties with paprika and dill pickle sauce, aged cheddar cheese, red onion and lettuce on a Pandoro bun, with hoppy shoestring fries",Little Beer Quarter,$23,2014,Yes,,,,,,,,,,,
The Game Changer,"Riverbank Market venison burger with house-cured duck bacon, confit duck neck, smoked Ōtaki beetroot ketchup and Milton’s sour cherry compote on a pine-nut bun",Matterhorn,$32,2014,,,,,,,Yes,,,,,
Bankok Beef Burger,"Scratch made green curry with fresh mint and Thai basil mayo, crushed peanuts and crispy watercress salad, with crinkle cut chilli salt fries",Monsoon Poon,$15,2014,Yes,,,,,,,,,,,
“Sosegado” Goan Fish Burger,"Crispy rawa fried Yellow Brick Road fish with coriander lime mayonnaise in a Pandoro pav bun, with Masala potato wafers",One80 Restaurant & Lounge Bar,$22,2014,,,,,,Yes,,,,,,
Another Flaming Burger,"Pirinoa lamb with ouzo flamed saganaki cheese, iceberg lettuce, fresh mint and parsley on a Pandoro bun, with Greek-style olive oil roast potatoes",Osteria del Toro,$19,2014,,,,Yes,,,,,,,,
Mollete Burger,"Wairarapa pork sirloin with nasty beans, tequila prune salsa, ricotta cheese and baby cos lettuce on ACME corn ciabatta, with spiced wedges and chipotle mint yoghurt",Pan de Muerto Mystic Mexican Cuisine & Tequila Bar,$24,2014,,,,,Yes,,,,,,,
Just Plum Decadent,"Slow-braised pork with Croft Pinot Noir jus and rocket and red cabbage slaw on an Arobake bun, with hand-cut Ōtaki agria fries and dijonaisse",Plum,$20,2014,,,,,Yes,,,,,,Yes,
The Matador,"PrimeStar Wagyu beef patty with Big Bad Wolf chilli and ginger smoked bacon, melted Kingsmeade emmental, egg, beetroot and tamarillo chutney on a Bordeaux ciabatta bun",Portlander Restaurant,$25,2014,Yes,,,,,,,,,,,
2 Shakes Of a Lambs Tail,"Boomrock coastal lamb with Zany Zeus haloumi, baby spinach, beetroot and mint relish, with kumara fries and sour cream",[Public.] Bar & Eatery,$16,2014,,,,Yes,,,,,,,,
Scopa Saltimburger,"Herbed Island Bay Butchery veal and pork patty wrapped in prosciutto with melted provolone cheese and watercress apple salad, with rosemary roast potatoes",Scopa,$22,2014,,,,,Yes,,,,,Yes,Yes,
Venison Burger,"Grilled Randwick Meats venison patty with sumac spice, cheese, braised red cabbage and caramelised orange on a Scottish bap, with curly fries",Sojourn Cafe & Bar,$18,2014,,,,,,,Yes,,,,,
Southern Cross Baa Burger,"Confit lamb shoulder with Zany Zeus smoked brinza, roast capsicum and Kalamata olive salsa on a Leeds Street brioche bun, with kumara bravas",Southern Cross Garden Bar Restaurant,$20,2014,,,,Yes,,,,,,,,
The Joker #3,"A E Preston’s tandoori chicken burger with Kāpiti Brie, bacon, avocado, mango salsa and tomato, with Urban Harvest shoestring fries",The Bangalore Polo Club,$17.50,2014,,Yes,,,,,,,,,,
The Canteen Grinder,"Hand-ground chuck steak patty with barbecue rib meat, Waikanae bacon, cheddar sauce, Mabel & Mack onion jam, pickles and cos, with duck fat potatoes",The Canteen,$18.50,2014,Yes,,,,,,,,,,,
El Diablo De La Carne,"Spiced Wairarapa beef and chorizo patty with Kāpiti chipotle chilli con queso, house-pickled onions, tomato and rocket in a Pandoro bun",The Flying Burrito Brothers,$22,2014,Yes,,,,Yes,,,,,,,
French Onion Soup Burger,"Shaved beef striploin patty with melted Kingsmeade Emmental cheese and caramelised onions on a Pandoro sesame bun, with dipping gravy and bistro frites",The General Practitioner,$22,2014,Yes,,,,,,,,,,,
Hot ‘N’ Spicy Chicken Burger,"Chilli-marinated chicken patty on a toasted Brezelmania chilli and corn bap, with Black Dog Bite beer battered onion rings, BBQ ranch sauce and chunky fries",The Green Man Pub,$24,2014,,Yes,,,,,,,,,,
Beef Wellington Burger,"Char-grilled beef patty with field mushrooms and mustard mayonnaise on a Pandora bun, with fries",The Grill at The Amora Hotel,$22.50,2014,Yes,,,,,,,,,,,
A Knuckle Sandwich,"Slow cooked beef knuckle with hop and jalapeño jam, Zany Zeus yoghurt and cucumber on a Pandoro sesame bun, hand cut chips and Pils ‘n’ Thrills aioli",The Hop Garden,$20,2014,Yes,,,,,,,,,,,
Bee Piggy,"Confit of pork neck with Zany Zeus smoked brinza croquette with pear relish and celeriac slaw on an Arobake honey ciabatta bun, with shoestring fries",The Jimmy Cafe & Bar,$16.50,2014,,,,,Yes,,,,,,,
Baa Baa Bailey Burger,"Ohariu Valley lamb patty with mesculin, tomato, Zany Zeus halloumi and homemade tzatziki in a Cottage Lane bun, with shoestring fries",The Old Bailey,$19.50,2014,,,,Yes,,,,,,,,
Mighty Blue Boar Burger,"Wairarapa wild boar and pork patty with Kāpiti Kikorangi, wild rocket, Kāpiti apples and Pils ‘n’ Thrills apple chutney, with hand cut fries",The Tasting Room,$22,2014,,,,,,,,,,Yes,Yes,
Te Rauparaha Mother Waka,"Minced venison and pork with home pickled sweet and spicy pickles, Zany Zeus smoked brinza, streaky bacon and lettuce on Pandoro Kaiser, with Māori potato salad",Thistle Inn,$19,2014,,,,Yes,,,Yes,,,,,
What More Can A Po Boy Do,"Southern fried Packhouse crayfish tail and shrimp with housemade Creole mayonnaise, house pickled onions and all the fixin’s on a Pandoro ciabatta bun",Thunderbird Café,$20,2014,,,,,,Yes,,,,,Yes,
The TK Double Beef Burger,"Rannoch Meats minced patty with Kingsmeade havarti, caramelised onion, beetroot and mayo, with hand cut shoe string fries",Ti Kouka Cafe,$23,2014,Yes,,,,,,,,,,,
The TK Royale,"PrimeStar beef patty with smoked cheddar, Trade Kitchen pickled gherkin and Harringtons bacon, with triple cooked fries. Gluten free bun available",Trade Kitchen,$20,2014,Yes,,,,,,,,,,,
Get A Pig ‘Nside Ya,"Harringtons pork belly with Ōtaki apple relish, crackling, caramelised onion and lettuce on a Cottage Lane artisan bun, with Cajun chunky chips",Vivant! Restaurant & Bar,$21,2014,,,,,Yes,,,,,,,
Oh La De Da Tartare,"Hand-chopped Wairarapa steak tartare patty with cornichons, shallots, quail egg mayonnaise and dijon on Kāpiti Artisan bun, with rispy polenta chips",VIVO Enoteca Cucina,$22,2014,Yes,,,,,,,,,,,
West Vege Burger,"Kumara, chickpea and coconut patty with Zany Zeus feta and Prana micro herbs on a Pandoro bun, with hand cut chips (V) (GF option)",Wakefields Restaurant,$19,2014,,,,,,,,Yes,,,,
The Moki Burger,"Moki fishcake with lime and coconut- dressed local greens in a bun, with WBC chipped potatoes. Garage Project beer match: Tournesol",WBC,$20,2014,,,,,,Yes,,,,,,
"Boa Burger ""De la sauce""","Preston’s beef patty with Capital Produce Vietnamese pickled vegetables, red onion, roasted sesame seeds, coriander, mango and three homemade sauces in a steamed ‘Bánh bao’ yeast-rice cake bun (DF, NF)",Annam restaurant,$18.00,2016,Yes,,,,,,,,,,,
Bang Bang Burger,"Bang Bang grilled lemongrass free range PrimeStar chicken with mango, tomatoes, coriander, with a chilli, lime and coconut mayonnaise on a housemade cashew bun, with kumara bim bim",Apache,$18.00,2016,,Yes,,,,,,,,,Yes,Yes
Danny's Champion Pheasant,"Arizona's own pheasant patty with pistachios, housesmoked garlic butter, gorged raisins and Capital Produce celeriac remoulade on a Brezelmania saffron burger bun",Arizona,$23.00,2016,,,,,,,,,,Yes,,
Longbush 'SPAM' Burger,"Longbush 'SPAM' patty with Meat Direct crumbed lambs brain and homemade apple and pineapple relish on a bun, with chilli butter potato peels (NF",Artisan Dining Lounge,$22.00,2016,,,,Yes,,,,,,,,
A Little Pork & Rum,"Scotty's Meats pulled pork with sweet ‘n’ sour pickled beetroot and Jamaican rum mayonnaise on a Pandoro 'Beer & Barley' bap, with handcut skin-on fries",Backbencher Gastro Pub,$22.00,2016,,,,,Yes,,,,,,,
Good Golly it's Cauli!,"Habanero cauliflower patty with caramelised beets, Prana Greens mustard greens, Zany Zeus halloumi and caper aioli on a Clareville Bakery bun, with maple kūmara fries (V)",Basque Rooftop Bar,$21.00,2016,,,,,,,,Yes,,,,
No Smoke Without Fire,"Chargrilled Angus beef patty with Kāpiti Pakari aged cheddar and jalapeño fondue, Harringtons bacon, Huffman's Crafty Sauces chilli jam and habanero mustard, with handcut chips",Beach Babylon,$22.00,2016,Yes,,,,,,,,,,,
Pizza Burger Burger Pizza,"Island bay butchery beef patty in a Woodfired pizza bun sandwiched in melted cheese, onion,horseradish creme ricotta, Rocket and aioli",Beach Road Deli,$18.00,2016,Yes,,,,,,,,,,,
Joined in Holy Macrimony,"Harrington’s chorizo & Preston’s short rib burger, cheese, bacon aioli, chipotle slaw, on a housemade Mac & Cheese bun w/ sweet & spicy tomato chutney",Bebemos,$21.00,2016,Yes,,,,,,,,,,,
Beef N' Bone,"Angus beef patty with Kapiti Aorangi Brie & caramelized onions, bone marrow butter, double smoked bacon, mustard, GP Garagista IPA blue cheese aioli on Brioche bun",Bethel Woods,$23.00,2016,Yes,,,,,,,,,,,
ParrotDog's BitterBitch Burger,Malt-infused marinated chicken breast with bitter and hop flavour-basted pork sausage and aromatic ‘hopped sea salt’ chips,Bin44 Restaurant + Bar,$25.00,2016,,Yes,,,,,,,,,,
The Cheeky Bun,"Beer-braised PrimeStar beef cheek with housecured smoked bacon, fresh watercress, bourbon-fried tamarillo jam and confit aioli on a Boat Café beer bun",Boat Cafe,$18.00,2016,Yes,,,,,,,,,,,
The Classic Kiwi Burger,"Preston’s Natural Farm flame-grilled beef with fried quail egg, Emma's beetroot relish, glasshouse tomato, mayonnaise and crispy lettuce in an Arobake bun",Boulcott Street Bistro,$24.50,2016,Yes,,,,,,,,,,,
The Chimney Sweep,"Beef patty with Kāpiti smoked cheddar, Waikanae smoked streaky bacon, Parkvale Mushrooms in a creamy sauce and Penray Gardens tomato chilli jam in a brioche bun, with fries",Brew'd Eastbourne,$22.00,2016,Yes,,,,,,,,,,,
The Scotch,"Lamb cheek, Kāpiti Aorangi brie, watercress, tomato and beetroot relish encased in Scotch egg bun, with sausage meat, free range egg and with kumara wedges",Brew'd on Boulcott,$25.00,2016,,,,Yes,,,,,,,,
Maggic Burger,"Preston’s aged beef patty with onion dip, cheddar, salt ‘n’ vinegar pickles and Randwick Meats bacon jam in an Arobake brioche bun, with housemade agria chips",Burger Liquor,$16.00,2016,Yes,,,,,,,,,,,
Porky's Last Stand,"Marinated crispy pork belly patty with apple and fennel slaw, and Lavender’s Green preserved lemon aioli in a brioche bun, with handcut chips",Cafe Medici,$20.00,2016,,,,,Yes,,,,,,,
Chorizo Burger,"Wairarapa pork and chorizo patty with manchego, local eggs and pickled onions on a Pandoro brioche bun",Capitol Bistro,$25.00,2016,,,,,Yes,,,,,,,
